18, 0
18, 10
17, 11
17, 14
16, 15
15, 14
15, 12
14, 11
14, 10
15, 9
14, 8
12, 8
12, 11
11, 12
12, 13
12, 14
14, 16
14, 17
15, 18
16, 18
17, 19
17, 21
16, 22
16, 25
15, 26
15, 27
14, 28
11, 28
10, 27
10, 26
9, 25
9, 24
7, 24
6, 25
6, 26
5, 27
5, 30
4, 31
3, 31
2, 30
2, 29
3, 28
1, 26
0, 26
1, 26
3, 28
2, 29
2, 31
5, 31
5, 27
8, 24
10, 26
10, 28
14, 28
16, 26
17, 27
17, 28
15, 30
14, 30
13, 31
14, 31
16, 29
17, 29
17, 27
18, 26
18, 22
17, 21
17, 19
13, 15
13, 14
11, 12
12, 11
12, 9
13, 8
14, 8
15, 9
14, 10
14, 12
15, 13
15, 14
16, 15
17, 15
17, 11
18, 10
