232, 56
232, 81
233, 82
233, 83
234, 84
234, 93
235, 94
235, 95
248, 95
249, 94
263, 94
264, 93
276, 93
277, 92
297, 92
298, 91
394, 91
395, 92
413, 92
414, 93
427, 93
428, 94
438, 94
439, 95
448, 95
449, 96
459, 96
460, 97
469, 97
470, 98
477, 98
478, 99
485, 99
486, 100
491, 100
492, 101
497, 101
498, 102
503, 102
504, 103
507, 103
508, 104
511, 104
508, 104
507, 103
504, 103
503, 102
498, 102
497, 101
492, 101
491, 100
486, 100
485, 99
478, 99
477, 98
470, 98
469, 97
460, 97
459, 96
449, 96
448, 95
439, 95
438, 94
428, 94
427, 93
414, 93
413, 92
395, 92
394, 91
298, 91
297, 92
277, 92
276, 93
264, 93
263, 94
249, 94
248, 95
236, 95
234, 93
234, 84
233, 83
233, 82
232, 81
