165, 0
165, 9
164, 10
164, 12
163, 13
163, 14
162, 15
159, 15
158, 16
155, 16
154, 17
154, 20
153, 21
152, 20
152, 17
152, 21
151, 22
152, 23
152, 25
153, 26
152, 27
149, 27
148, 28
147, 28
146, 27
146, 26
147, 25
147, 14
145, 12
144, 12
142, 14
141, 14
141, 15
140, 16
140, 26
139, 27
140, 28
139, 29
139, 30
138, 31
137, 31
136, 32
135, 32
134, 33
132, 33
131, 34
129, 34
128, 35
126, 35
125, 36
123, 36
123, 37
124, 36
126, 36
127, 35
128, 35
129, 34
131, 34
132, 33
134, 33
135, 32
136, 32
137, 31
139, 31
140, 30
139, 29
140, 28
139, 27
140, 26
140, 16
142, 14
143, 14
145, 12
147, 14
147, 25
145, 27
144, 27
143, 28
142, 28
143, 28
144, 27
145, 27
146, 28
144, 30
142, 30
144, 30
145, 29
146, 29
147, 28
149, 28
150, 27
152, 27
153, 28
152, 29
151, 29
150, 30
149, 30
148, 31
146, 31
145, 32
145, 41
145, 33
147, 31
148, 31
149, 30
150, 30
151, 29
152, 29
153, 28
155, 28
156, 27
159, 27
160, 26
162, 26
161, 25
160, 25
159, 24
160, 23
164, 23
160, 23
159, 24
157, 24
157, 25
158, 24
160, 26
159, 27
156, 27
155, 26
155, 25
153, 23
153, 21
154, 20
154, 18
156, 16
158, 16
159, 15
162, 15
163, 14
163, 13
164, 12
164, 10
165, 9
