366, 0
366, 4
367, 4
368, 5
372, 5
373, 6
374, 6
377, 9
377, 18
379, 20
381, 18
381, 9
382, 8
389, 8
390, 7
392, 9
392, 20
393, 20
394, 21
395, 21
396, 20
398, 20
399, 21
403, 21
404, 22
407, 22
408, 23
416, 23
417, 24
420, 24
417, 24
416, 23
408, 23
407, 22
404, 22
403, 21
399, 21
398, 20
396, 20
395, 21
394, 21
392, 19
392, 8
393, 7
392, 8
391, 8
389, 6
388, 6
387, 5
386, 5
385, 4
381, 4
380, 3
380, 0
380, 4
379, 5
380, 6
379, 5
380, 4
385, 4
387, 6
389, 6
390, 7
389, 8
381, 8
381, 18
379, 20
377, 18
377, 7
375, 7
374, 6
373, 6
372, 5
368, 5
366, 3
