16, 79
15, 80
14, 80
13, 81
12, 81
12, 83
14, 83
15, 82
17, 82
18, 83
19, 83
20, 84
21, 84
22, 85
22, 86
21, 87
21, 90
22, 91
24, 91
27, 88
27, 84
28, 83
28, 81
28, 82
27, 83
27, 87
26, 88
26, 89
24, 91
23, 91
21, 89
21, 87
22, 86
22, 85
21, 84
20, 84
19, 83
18, 83
17, 82
15, 82
14, 83
13, 83
12, 82
14, 80
15, 80
16, 79
18, 79
19, 80
19, 81
20, 81
21, 82
22, 82
23, 83
25, 83
25, 82
26, 81
24, 83
23, 83
22, 82
21, 82
18, 79
