198, 0
198, 13
197, 14
197, 15
196, 16
195, 15
194, 16
193, 16
192, 17
184, 17
184, 18
185, 19
184, 20
183, 20
182, 21
177, 21
176, 22
175, 22
174, 23
170, 23
169, 24
168, 24
167, 25
165, 25
164, 26
165, 25
167, 25
168, 24
170, 24
171, 23
174, 23
175, 22
176, 22
177, 21
182, 21
183, 20
187, 20
186, 20
184, 18
185, 17
188, 17
189, 18
189, 20
192, 20
193, 19
196, 19
197, 20
197, 21
196, 22
193, 22
193, 24
192, 25
192, 31
191, 32
190, 31
190, 23
191, 22
190, 23
187, 23
186, 22
185, 22
183, 24
182, 24
182, 29
181, 30
180, 29
180, 25
177, 25
176, 24
175, 25
174, 25
173, 26
173, 27
171, 29
170, 28
166, 28
166, 30
165, 31
165, 32
164, 33
164, 38
163, 39
162, 38
162, 28
162, 29
161, 30
158, 30
158, 32
157, 33
157, 37
158, 38
158, 39
156, 41
155, 41
154, 42
152, 42
150, 44
146, 44
145, 43
146, 44
145, 45
143, 45
142, 46
139, 46
138, 45
135, 45
134, 44
134, 36
135, 35
137, 35
138, 34
139, 34
140, 33
141, 33
142, 34
142, 43
141, 44
140, 44
141, 44
142, 43
142, 33
143, 32
142, 33
140, 33
139, 34
137, 34
136, 35
135, 35
134, 36
131, 36
130, 37
129, 37
129, 46
130, 47
129, 48
126, 48
125, 49
123, 49
122, 50
121, 50
120, 51
119, 51
120, 52
119, 53
115, 53
114, 54
113, 54
112, 53
112, 46
112, 53
113, 54
112, 55
111, 55
110, 54
110, 46
108, 46
106, 48
106, 49
105, 50
105, 51
104, 52
103, 51
103, 48
101, 48
100, 49
100, 50
98, 52
95, 52
95, 55
94, 56
93, 55
93, 54
89, 54
88, 55
87, 55
86, 56
86, 64
84, 66
83, 65
84, 66
82, 68
81, 68
82, 68
83, 67
84, 67
85, 68
84, 69
85, 68
87, 68
88, 67
89, 67
90, 66
91, 66
92, 65
93, 65
94, 64
95, 64
96, 63
98, 63
99, 62
101, 62
102, 61
103, 61
104, 60
105, 60
106, 61
106, 60
107, 59
108, 59
109, 58
111, 58
112, 57
114, 57
115, 56
117, 56
118, 55
120, 55
121, 54
123, 54
124, 53
126, 53
127, 52
129, 52
130, 53
129, 52
130, 51
133, 51
134, 50
136, 50
139, 53
138, 54
135, 54
134, 53
135, 54
134, 55
131, 55
130, 56
128, 56
127, 57
124, 57
123, 58
121, 58
120, 59
118, 59
117, 60
115, 60
114, 61
112, 61
111, 62
109, 62
108, 63
106, 63
105, 64
103, 64
102, 65
100, 65
99, 66
98, 65
98, 66
97, 67
96, 67
95, 68
93, 68
92, 69
91, 68
91, 69
90, 70
89, 70
88, 71
85, 71
84, 72
83, 72
82, 73
81, 73
80, 74
79, 74
78, 75
77, 75
76, 76
75, 76
74, 77
73, 77
72, 78
71, 78
70, 79
69, 79
68, 80
67, 80
66, 81
65, 81
64, 82
63, 82
61, 84
60, 84
59, 85
58, 85
56, 87
55, 87
54, 88
53, 88
50, 91
48, 91
47, 90
45, 92
47, 90
48, 91
48, 92
44, 96
43, 96
42, 97
41, 97
40, 96
41, 95
41, 94
39, 92
40, 91
40, 90
43, 87
43, 86
47, 82
47, 81
50, 78
50, 77
51, 76
51, 64
50, 63
50, 62
48, 60
48, 59
46, 57
46, 56
45, 55
45, 54
41, 50
38, 50
37, 49
37, 48
38, 47
