461, 0
461, 13
463, 13
464, 14
467, 14
469, 16
470, 16
471, 15
472, 16
473, 16
474, 17
475, 16
476, 17
479, 17
480, 18
482, 18
483, 19
486, 19
487, 20
490, 20
491, 21
493, 21
494, 22
495, 22
496, 23
497, 23
498, 24
499, 24
500, 25
501, 25
502, 26
503, 26
504, 27
505, 27
506, 28
507, 28
508, 29
511, 29
508, 29
507, 28
506, 28
505, 27
504, 27
503, 26
502, 26
501, 25
500, 25
499, 24
498, 24
497, 23
496, 23
495, 22
494, 22
493, 21
491, 21
490, 20
487, 20
486, 19
483, 19
482, 18
480, 18
479, 17
476, 17
475, 16
474, 17
473, 16
472, 16
471, 15
470, 16
469, 15
468, 15
467, 14
464, 14
463, 13
462, 13
461, 12
